-2.00443204036, -1.99990455547,
-1.99541747213, -1.99096998962, -1.98656133124, -1.98219074335,
-1.97785749442, -1.97356087419, -1.96930019287, -1.96507478031,
-1.96088398528, -1.95672717477, -1.95260373328, -1.9485130622,
-1.94445457918, -1.94042771755, -1.93643192574, -1.93246666677,
-1.92853141772, -1.92462566922, -1.92074892503, -1.91690070156,
-1.91308052741, -1.90928794302, -1.90552250025, -1.90178376197,
-1.89807130174, -1.89438470345, -1.89072356098, -1.88708747787,
-1.88347606705, -1.8798889505, -1.87632575899, -1.87278613181,
-1.86926971649, -1.86577616858, -1.86230515137, -1.85885633567,
-1.8554293996, -1.85202402837, -1.84863991405, -1.84527675539,
-1.84193425762, -1.83861213227, -1.83531009698, -1.83202787533,
-1.82876519668, -1.825521796, -1.82229741372, -1.81909179558,
-1.81590469249, -1.81273586036, -1.80958506, -1.80645205698,
-1.8033366215, -1.80023852827, -1.79715755637, -1.79409348917,
-1.79104611422, -1.78801522309, -1.78500061134, -1.78200207837,
-1.77901942732, -1.77605246501, -1.77310100183, -1.77016485166,
-1.76724383175, -1.7643377627, -1.7614464683, -1.75856977555,
-1.75570751448, -1.75285951816, -1.75002562257, -1.74720566658,
-1.74439949184, -1.74160694276, -1.73882786639, -1.7360621124,
-1.73330953303, -1.73056998298, -1.72784331941, -1.72512940185,
-1.72242809217, -1.71973925449, -1.71706275519, -1.7143984628,
-1.71174624799, -1.70910598353, -1.70647754419, -1.70386080677,
-1.70125565, -1.69866195455, -1.69607960292, -1.69350847947,
-1.69094847035, -1.68839946345, -1.6858613484, -1.68333401649,
-1.68081736069, -1.67831127556, -1.67581565725, -1.67333040348,
-1.67085541345, -1.6683905879, -1.665935829, -1.66349104035,
-1.66105612696, -1.65863099522, -1.65621555288, -1.65380970898,
-1.65141337389, -1.64902645924, -1.64664887792, -1.64428054402,
-1.64192137286, -1.63957128092, -1.63723018585, -1.63489800643,
-1.63257466256, -1.63026007522, -1.62795416649, -1.62565685948,
-1.62336807836, -1.62108774828, -1.61881579544, -1.61655214696,
-1.61429673098, -1.61204947656, -1.60981031368, -1.60757917325,
